year,agency,litigation_cost,processing_cost,total_cost,total_staff,pending_end_year,pending_start_year,processed_year,received_year,duplicate_request,fee_related,full_denial,full_grants,improper_request_other_reason,not_agency_record,no_records,other,partially_granted,records_not_described,referred_to_other_agency,withdrawn,exemption_1,exemption_2,exemption_3,exemption_4,exemption_5,exemption_6,exemption_7a,exemption_7b,exemption_7c,exemption_7d,exemption_7e,exemption_7f,exemption_8,exemption_9,general_complex_average,general_complex_high,general_complex_low,general_complex_median,general_expedited_average,general_expedited_high,general_expedited_low,general_expedited_median,general_simple_average,general_simple_high,general_simple_low,general_simple_median,granted_complex_average,granted_complex_high,granted_complex_low,granted_complex_median,granted_expedited_average,granted_expedited_high,granted_expedited_low,granted_expedited_median,granted_simple_average,granted_simple_high,granted_simple_low,granted_simple_median
2016,NCPC,0.00,5317.14,5317.14,0.04,N/A,N/A,23,23,0,0,0,13,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.87,13,<1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.77,13,<1,5
2017,NCPC,0.00,33959.19,33959.19,0.16,N/A,N/A,12,12,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6,8,<1,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6,8,<1,3.5
2018,NCPC,0.00,8209.76,8209.76,0.05,N/A,N/A,8,8,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.57,8,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.2,8,1,1
2019,NCPC,0.00,8500.00,8500.00,0.05,N/A,N/A,8,8,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.4,11,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/a,2,4,1,1
2020,NCPC,0.00,7437.00,7437.00,0.05,N/A,N/A,9,9,0,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.9,9,3,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.6,6,5,5
2021,NCPC,0.00,7400.00,7400.00,0.05,N/A,N/A,8,8,0,0,1,2,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,2,2,2,2,9,19,2,8.5,N/A,N/A,N/A,N/A,2,2,2,2,10,13,7,10
2022,NCPC,0.00,8000.00,8000.00,0.05,N/A,N/A,6,6,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,8.5,11,2,8.5,8.5,11,2,8.5,N/A,N/A,N/A,N/A,11,11,11,11,6.5,5,5,6.5
2023,NCPC,0.00,3494.00,3494.00,0.01,N/A,N/A,26,26,0,0,0,6,1,0,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,21,21,N/A,N/A,N/A,N/A,5.9,19,1,6,21,21,21,21,N/A,N/A,N/A,N/A,6.3,19,1,8
2024,NCPC,0.00,4850.00,4850.00,0.01,N/A,N/A,41,41,0,0,0,5,0,0,34,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,N/A,3.33,7,1,2,16.21,42,1,10,N/A,0,0,N/A,N/A,0,0,N/A,17.43,32,2,10
2008,NCUA,0.00,110000.00,110000.00,1.42,5,9,153,149,0,1,7,53,7,4,10,0,58,0,0,13,0,9,0,26,21,42,1,0,1,0,0,0,35,0,30.5,135,1,20,19,24,14,19,12,54,1,9.5,35.3,135,1,25,14,14,14,14,13,51,1,11
2009,NCUA,1986.48,117450.00,119436.48,1.39,14,5,184,193,3,1,7,60,2,3,18,0,81,1,0,8,0,8,1,34,24,60,2,0,2,0,0,0,39,0,27,76,N/A,22,42,62,22,42,11.1,47,<1,9,29.4,76,1,24,42,62,22,42,12.8,47,<1,11.5
2010,NCUA,0.00,142596.00,142596.00,1.48,10,14,167,163,3,1,10,71,6,0,17,0,54,0,1,4,0,17,0,24,23,42,5,0,0,0,0,0,36,0,43,123,13,39,32,74,10,12,15,134,<1,14,46.7,123,16,40.5,74,74,74,74,16.4,134,1,14
2011,NCUA,0.00,132198.00,132198.00,1.29,15,10,160,165,1,1,14,51,2,0,14,0,71,1,0,5,0,15,0,28,25,56,2,1,3,0,0,0,31,0,39.65,127,2,34,48,91,3,50,13.56,88,N/A,11,46.88,127,2,38,70.5,91,50,70.5,14.31,88,N/A,11
2012,NCUA,0.00,144582.00,144582.00,1.34,9,15,136,130,1,0,20,57,2,1,3,0,46,1,0,5,0,0,2,27,20,33,1,0,1,0,2,0,31,0,159.54,345,13,150,11,11,11,11,18.52,129,N/A,13,190.15,345,18,213.5,11,11,11,11,19.66,129,N/A,13
2013,NCUA,0.00,215534.00,215534.00,2.23,2,9,134,127,2,1,7,46,1,1,25,0,47,1,1,2,0,0,0,22,15,44,0,0,5,0,0,0,30,0,59.55,346,<1,35.5,163,163,163,163,11.08,61,<1,8,71.3,346,6,44,163,163,163,163,11.17,61,<1,8
2014,NCUA,0.00,188831.00,188831.00,1.59,2,2,108,108,4,0,8,41,0,0,13,0,36,2,1,3,0,0,0,17,13,30,1,0,1,0,0,0,21,0,35.63,128,3,23,25,30,20,25,6.75,34,<1,3,39.17,128,4,27,25,30,20,25,7.34,34,<1,4
2015,NCUA,0.00,217391.00,217391.00,1.70,5,2,86,89,0,0,3,55,0,0,5,0,21,0,0,2,0,0,0,10,8,14,0,0,1,0,0,0,14,0,27.61,115,2,23.5,2,2,2,2,6.04,28,<1,3,30.44,115,2,25.5,2,2,2,2,5.79,28,<1,3
2016,NCUA,0.00,241267.00,241267.00,1.65,3,5,68,66,0,1,8,30,0,0,10,0,16,0,0,3,0,0,1,8,6,13,0,0,2,0,1,0,14,0,26.1,114,7,29,N/A,N/A,N/A,N/A,4.07,21,<1,2,28.59,114,8,25.5,N/A,N/A,N/A,N/A,4.33,21,<1,2
2017,NCUA,0.00,293472.00,293472.00,1.89,7,3,96,100,0,0,6,46,0,0,13,0,27,0,0,4,0,0,0,13,11,20,0,0,6,1,4,0,24,0,32.94,131,2,27,10.5,16,5,10.5,4.24,20,<1,2,38.16,131,2,30,N/A,N/A,N/A,N/A,4.23,20,<1,2
2018,NCUA,0.00,405020.00,405020.00,2.03,19,8,154,165,0,0,11,52,0,0,21,0,59,3,0,8,0,2,0,26,17,53,5,0,13,0,1,0,27,0,32.98,119,<1,30,34.25,50,14,36.5,8.55,32,<1,6.5,36.84,119,2,30,40,50,30,40,8.9,32,<1,6.5
2019,NCUA,0.00,422697.00,422697.00,2.23,19,19,148,148,0,0,9,50,2,4,10,0,66,2,0,5,0,6,0,28,17,59,5,0,12,0,10,0,36,0,66.46,333,4,43,19.83,96,<1,2.5,9.37,30,<1,8,69.95,333,4,47,25.25,96,<1,2,9.61,30,<1,8.5
2020,NCUA,5412.00,482952.00,488364.00,2.64,17,19,134,132,0,0,11,32,0,1,11,0,77,0,0,2,0,7,2,43,26,76,0,0,19,0,2,0,44,0,27.41,103,1,29,1.33,2,1,1,9.64,20,<1,9.50,27.93,103,1,29,1.50,2,1,1.50,9.96,20,<1,10
2021,NCUA,0.00,414050.00,414050.00,2.15,9,17,144,136,0,2,9,32,1,0,20,0,75,0,0,5,0,6,0,42,24,66,1,0,12,0,1,0,43,0,25.59,144,<1,27,16.5,20,13,16.5,5.26,14,<1,5,26.82,144,2,28,20,20,20,20,4.78,11,<1,5
2022,NCUA,0.00,447333.00,447333.00,2.16,6,9,115,112,0,0,7,30,0,1,12,0,60,1,0,4,0,11,0,34,25,52,0,0,4,0,2,0,37,0,26.88,46,4,30,N/A,N/A,N/A,N/A,10.18,20,3,8,27.6,46,6,30,N/A,N/A,N/A,N/A,12.78,20,3,17
2023,NCUA,0.00,381316.00,381316.00,1.96,12,6,153,159,2,0,12,41,0,1,26,0,58,6,0,7,0,17,1,24,22,58,1,0,6,0,0,0,29,0,26.47,54,10,29,N/A,N/A,N/A,N/A,12.28,20,<1,13.5,26.48,54,10,29,N/A,N/A,N/A,N/A,13.4,20,1,15.5
2024,NCUA,0.00,444686.00,444686.00,2.14,37,12,384,409,30,10,12,71,19,47,107,0,57,19,0,12,0,15,0,32,19,52,1,0,4,0,1,0,34,0,30.28,120,4,30,3.75,6,2,3.5,10.06,43,<1,7,32.05,120,15,30,N/A,N/A,N/A,N/A,17.58,43,1,19
2010,NEA,0.00,70000.00,70000.00,0.75,7,14,153,146,0,0,2,35,3,2,14,1,91,1,0,4,0,5,2,5,8,85,0,0,0,0,0,0,0,0,34.9,120,12,24.5,2.7,3,2,3,18.4,655,<1,5,34.9,120,12,24.5,3,3,3,3,18.1,655,<1,5
2011,NEA,0.00,55000.00,55000.00,0.60,10,11,140,139,0,0,5,30,0,1,4,3,95,0,0,2,0,4,2,17,12,84,0,0,0,0,0,0,0,0,130.4,368,3,36,19.9,79,6,10.5,30.2,815,<1,6,130.4,368,3,36,21.2,79,6,8.5,14,424,<1,6
2012,NEA,0.00,56000.00,56000.00,0.60,14,10,126,130,0,0,5,20,2,0,14,1,80,0,0,4,0,0,0,38,16,69,0,0,0,0,0,0,0,0,148,331,48,68,14,71,<1,9,14,43,<1,12,73.5,119,48,59,23,71,4,9,15,42,<1,13
2013,NEA,0.00,58800.00,58800.00,0.60,4,14,82,72,0,0,4,28,0,0,12,3,32,0,0,3,0,0,0,24,5,30,0,0,0,0,0,0,0,0,25,466,17,253,10,18,1,11.5,27,301,1,6,25,466,17,25,10,18,1,11.5,20,100,1,9
2014,NEA,0.00,60000.00,60000.00,1.00,4,6,73,71,0,0,0,19,2,0,18,0,32,1,0,1,0,0,0,27,4,21,0,0,0,0,0,0,0,0,192,710,18,35,N/A,N/A,N/A,N/A,13,510,2,22,146,511,18,33,N/A,N/A,N/A,N/A,14,30,2,14.5
2015,NEA,0.00,60000.00,60000.00,1.00,1,4,58,55,0,0,0,12,0,2,12,0,30,0,0,2,0,0,1,25,2,26,0,0,0,0,0,0,0,0,282,923,18,470,N/A,N/A,N/A,N/A,26,52,1,12,178,923,18,470,N/A,N/A,N/A,N/A,14,26,5,15
2016,NEA,0.00,80000.00,80000.00,1.00,N/A,1,58,57,0,0,3,24,0,1,8,0,22,0,0,0,0,0,0,13,3,15,0,0,0,0,0,0,0,0,373,1065,25,30,N/A,N/A,N/A,N/A,12,27,1,11,373,1065,25,30,N/A,N/A,N/A,N/A,11,27,1,12
2017,NEA,0.00,83000.00,83000.00,1.50,10,N/A,81,91,0,0,4,17,0,0,26,0,34,0,0,0,0,1,1,22,5,30,0,0,0,0,0,0,0,0,24,31,18,20,N/A,N/A,N/A,N/A,12,22,1,12,20,26,18,20,<1,<1,<1,<1,13,22,2,12
2018,NEA,0.00,86000.00,86000.00,1.50,N/A,5,76,71,0,0,3,15,0,0,34,0,24,0,0,0,0,1,0,18,6,22,0,0,0,0,0,0,0,0,63,275,9,31,N/A,N/A,N/A,N/A,11,27,1,10,93,27,28,34,N/A,N/A,N/A,N/A,12,27,1,10
2019,NEA,0.00,87500.00,87500.00,1.50,1,N/A,57,58,0,0,0,16,0,0,11,0,30,0,0,0,0,0,0,17,4,23,0,0,0,0,0,0,0,0,32,77,20,23,5,7,3,4,22,58,3,30,32,77,20,48,22,34,14,21,23,58,3,30
2020,NEA,0.00,87500.00,87500.00,1.50,1,1,39,39,0,0,1,4,0,2,8,0,23,0,0,1,0,0,0,20,1,22,0,0,0,0,0,0,0,0,41,58,31,33,7,7,7,7,13,26,1,14,41,58,31,33,N/A,N/A,N/A,N/A,17,26,1,17
2021,NEA,0.00,87500.00,87500.00,1.50,1,1,41,41,0,0,3,12,0,1,7,0,17,0,0,1,0,0,0,9,2,11,0,0,0,0,0,0,0,0,15,26,1,17,N/A,N/A,N/A,N/A,15,26,1,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,26,3,18
2022,NEA,0.00,90000.00,90000.00,1.50,N/A,1,41,40,0,0,1,12,0,0,8,0,18,1,1,0,0,0,0,11,2,11,0,0,0,0,0,0,0,0,24,31,16,24,N/A,N/A,N/A,N/A,20,41,<1,20,24,31,16,24,N/A,N/A,N/A,N/A,22,41,4,22
2023,NEA,0.00,100584.70,100584.70,1.25,12,N/A,50,62,0,0,0,11,2,0,11,0,15,5,4,2,0,0,0,8,1,8,0,0,0,0,0,0,0,0,29,35,19,31,N/A,N/A,N/A,N/A,15,28,3,16,30,35,19,32,N/A,N/A,N/A,N/A,18,25,9,20
2024,NEA,0.00,127000.00,127000.00,1.10,37,12,155,180,1,0,2,7,7,1,99,0,32,6,0,0,0,0,2,13,3,21,0,2,1,0,0,0,0,0,24,39,15,24,N/A,N/A,N/A,N/A,19,30,3,20,26,39,16,26,N/A,N/A,N/A,N/A,18,30,6,19
2008,NEH,0.00,13000.00,13000.00,0.50,2,4,24,22,0,0,1,7,0,0,3,3,10,0,0,0,0,2,0,5,4,7,0,0,1,0,0,0,0,0,67,328,19,28,N/A,N/A,N/A,N/A,21,42,10,19,94,328,19,40,N/A,N/A,N/A,N/A,22,42,10,19
2009,NEH,0.00,80000.00,80000.00,1.50,5,2,42,45,0,0,1,13,0,0,12,0,16,0,0,0,0,0,0,6,5,10,0,0,1,0,0,0,0,0,26,81,14,20,7,8,5,8,15,28,5,14,26,81,14,20,8,8,8,8,16,28,5,16
2010,NEH,0.00,172000.00,172000.00,2.15,4,5,53,52,1,0,0,3,0,0,18,0,31,0,0,0,0,2,0,9,5,29,0,0,0,0,0,0,0,0,149.57,1194,21,69.5,N/A,N/A,N/A,N/A,17.8,32,7,18,149.57,1194,21,69.5,N/A,N/A,N/A,N/A,18.25,32,8,18
2011,NEH,0.00,200000.00,200000.00,2.20,3,4,49,48,1,0,1,12,0,0,5,2,27,0,0,1,0,2,1,8,8,25,0,0,0,0,0,0,0,0,42.1,99,18,28,35.5,62,9,35.5,17.2,36,1,17.5,40.7,99,18,27,N/A,N/A,N/A,N/A,17.8,36,1,19
2012,NEH,0.00,218000.00,218000.00,1.75,N/A,3,37,34,0,0,0,10,2,0,7,0,15,1,0,2,0,0,0,9,4,14,0,0,0,0,2,0,0,0,25.8,53,18,22.5,9.3,10,9,9,15.4,22,3,16.5,26.5,53,19,23,9.5,10,9,9.5,15.4,19,3,16.5
2013,NEH,0.00,218000.00,218000.00,1.75,1,N/A,34,35,0,0,0,14,0,0,8,0,12,0,0,0,0,0,0,7,2,11,0,0,0,0,0,0,0,0,23,26,20,23,5.5,9,2,5.5,11.6,20,<1,13,23,26,20,23,5.5,9,2,5.5,11.36,20,<1,12.5
2014,NEH,0.00,118500.00,118500.00,1.25,3,1,47,49,0,0,0,11,0,0,9,1,23,0,0,3,0,0,0,6,4,22,0,0,0,0,0,0,0,0,57.1,176,16,42,N/A,N/A,N/A,N/A,13.4,30,<1,14,57.1,176,16,42,N/A,N/A,N/A,N/A,14.6,30,<1,16
2015,NEH,0.00,100200.00,100200.00,1.25,4,3,61,62,0,0,0,16,0,0,8,0,34,2,1,0,0,0,0,12,4,30,0,0,0,0,0,0,0,0,37.8,103,13,21,N/A,N/A,N/A,N/A,11.3,20,1,11,43.6,103,17,28.5,N/A,N/A,N/A,N/A,11.8,20,1,10
2016,NEH,100200.00,100200.00,200400.00,1.25,5,4,46,47,2,0,0,14,0,0,9,0,18,0,0,3,0,0,0,8,5,15,0,0,1,0,0,0,0,0,18.5,36,1,18,N/A,N/A,N/A,N/A,13.1,20,1,16,28,36,20,28,N/A,N/A,N/A,N/A,15.3,20,1,16
2017,NEH,0.00,100200.00,100200.00,1.25,6,5,57,58,2,0,0,19,0,1,13,0,22,0,0,0,0,0,0,7,5,20,0,0,0,0,0,0,0,0,34.38,113,15,20,N/A,N/A,N/A,N/A,12.37,21,1,14,39.17,113,17,20,N/A,N/A,N/A,N/A,13.63,21,1,16
2018,NEH,100200.00,100200.00,200400.00,1.25,1,6,54,49,0,0,0,18,0,0,15,0,21,0,0,0,0,0,0,5,5,20,0,0,1,0,0,0,0,0,31.8,59,20,30,N/A,N/A,N/A,N/A,13.9,21,1,16,31.8,59,20,30,N/A,N/A,N/A,N/A,13,21,1,18
2019,NEH,0.00,100000.00,100000.00,1.25,1,1,54,54,0,0,0,15,0,0,10,0,27,0,0,2,0,0,0,15,5,25,0,0,0,0,0,0,0,0,25,30,19,25.5,N/A,N/A,N/A,N/A,18,49,1,20,25,30,19,25.5,N/A,N/A,N/A,N/A,18.75,49,1,20
2020,NEH,0.00,60000.00,60000.00,0.75,7,1,131,137,0,0,0,15,0,0,13,0,88,0,0,15,0,0,0,15,3,86,0,0,0,0,0,0,0,0,49.5,128,22,37,N/A ,N/A,N/A,N/A,9.4,21,0,6,49.5,128,22,37,N/A,N/A,N/A,N/A,8.9,21,0,6
2021,NEH,0.00,60000.00,60000.00,0.63,5,7,61,59,0,0,2,8,1,0,11,0,35,4,0,0,0,0,0,18,13,33,0,0,0,0,0,0,0,0,52.6,155,21,36.5,N/A,N/A,N/A,N/A,13.9,20,<1,19,54,155,21,38,N/A,N/A,N/A,N/A,14.7,20,0,19
2022,NEH,0.00,60000.00,60000.00,0.63,3,5,50,48,0,0,0,3,1,0,14,0,28,1,0,3,0,0,0,20,8,23,0,0,1,0,0,0,0,0,40.9,59,21,40,N/A,N/A,N/A,N/A,11.8,20,<1,12.5,40.9,59,21,40,N/A,N/A,N/A,N/A,15.9,20,2,19
2023,NEH,0.00,27000.00,27000.00,0.33,11,3,30,38,0,0,1,3,0,0,12,0,10,1,0,3,0,0,0,10,1,11,0,0,0,0,0,0,0,0,48.6,63,23,50,N/A,N/A,N/A,N/A,13.27,20,2,15,48.25,63,23,53.5,N/A,N/A,N/A,N/A,18.22,20,14,20
2024,NEH,0.00,60000.00,60000.00,0.66,14,11,62,65,0,0,1,8,6,0,15,0,30,1,0,1,0,0,0,26,7,30,0,0,0,0,0,0,0,0,98.91,273,21,77,N/A,N/A,N/A,N/A,9.75,20,<1,9.5,115.88,273,21,93.5,N/A,N/A,N/A,N/A,10.36,20,1,10
2008,NIGC,0.00,130000.00,130000.00,2.25,6,3,104,107,0,5,5,23,0,0,23,0,42,0,0,6,0,0,0,36,26,38,7,0,15,0,4,0,0,0,26,63,5,28.2,12,29,1,9,10,80,1,15.7,29.9,63,9,26,14.3,29,1,13,19.1,80,1,14
2009,NIGC,0.00,130000.00,130000.00,1.25,6,6,67,67,0,2,5,14,1,0,12,0,28,0,0,5,0,1,0,23,10,21,5,0,1,0,2,0,0,0,48.7,110,14,43.5,6,7,5,6,15.1,49,1,12,59.3,110,17,65,6,7,5,6,18.4,49,1,16
2010,NIGC,0.00,135896.00,135896.00,1.25,4,6,72,70,1,0,4,19,1,0,12,0,23,0,2,10,0,2,0,20,6,10,1,0,0,0,1,0,0,0,87,166,2,102,2,3,1,2,25.3,188,1,10,96.4,166,8,107.5,N/A,N/A,N/A,N/A,31,188,1,14
2011,NIGC,532.60,174242.00,174774.60,2.00,14,4,66,76,1,1,4,19,0,0,19,0,12,0,3,7,0,1,0,10,4,9,0,0,2,0,2,0,0,0,64,270,15,128,25,25,25,25,30.15,121,1,156,64,245,120,128,25,25,25,25,30.15,210,1,156
2012,NIGC,0.00,144500.00,144500.00,2.08,29,15,42,56,0,2,2,14,0,0,7,0,8,0,3,6,0,0,0,4,3,4,0,0,1,0,1,0,0,0,143,238,94,97,N/A,N/A,N/A,N/A,53.95,226,1,31,94,94,94,94,N/A,N/A,N/A,N/A,54.09,142,1,24
2013,NIGC,0.00,224485.00,224485.00,2.35,33,28,45,50,0,1,3,8,1,0,6,1,18,0,0,7,0,0,0,9,7,7,0,0,4,1,5,0,0,0,504,588,336,588,N/A,N/A,N/A,N/A,109,478,5,68.5,588,588,588,588,N/A,N/A,N/A,N/A,125,424,5,113.5
2014,NIGC,0.00,204300.00,204300.00,2.08,10,33,75,52,0,0,3,12,0,0,16,0,33,0,1,10,0,0,1,18,15,16,1,0,14,0,5,0,0,0,302,836,56,211.5,N/A,N/A,N/A,N/A,119,730,1,45,411,836,56,351.5,N/A,N/A,N/A,N/A,167,730,1,77
2015,NIGC,0.00,221922.84,221922.84,2.08,19,10,34,43,0,0,1,9,0,0,8,0,9,0,3,4,0,0,0,7,1,3,0,0,2,0,1,0,0,0,143,222,24,167,N/A,N/A,N/A,N/A,53,544,1,19,143,222,24,167,N/A,N/A,N/A,N/A,32,191,1,18
2016,NIGC,0.00,168929.47,168929.47,1.65,43,19,26,50,0,0,0,10,0,0,4,0,10,0,0,2,0,0,1,5,5,8,0,0,3,0,2,0,0,0,366,685,150,304,N/A,N/A,N/A,N/A,52.86,274,5,19,381.5,685,150,345,N/A,N/A,N/A,N/A,59.67,274,5,18
2017,NIGC,0.00,116197.62,116197.62,1.69,20,44,75,51,0,0,2,15,0,0,11,0,36,0,1,10,0,0,0,21,17,19,0,0,12,2,8,0,0,0,289.47,663,60,267,N/A,N/A,N/A,N/A,126.3,504,1,85,291.11,656,60,259,N/A,N/A,N/A,N/A,122.02,503,1,81
2018,NIGC,0.00,80000.00,80000.00,0.75,12,20,52,44,0,0,3,14,1,1,11,0,19,0,0,3,0,0,0,14,7,12,0,0,9,2,5,0,0,0,173,484,5,137,N/A,N/A,N/A,N/A,29,377,<1,7,228,484,26,239,N/A,N/A,N/A,N/A,37,377,<1,9
2019,NIGC,0.00,50000.00,50000.00,1.00,2,12,47,37,0,0,2,15,0,0,9,0,18,0,0,3,0,0,0,14,7,10,0,0,5,0,1,0,0,0,218,526,45,96,N/A,N/A,N/A,N/A,4.5,17,1,2,144,492,45,73,N/A,N/A,N/A,N/A,5,17,1,2
2020,NIGC,0.00,60000.00,60000.00,1.00,4,2,27,29,1,0,0,9,0,0,7,0,8,0,0,2,0,0,0,5,2,3,0,0,3,0,0,0,0,0,158,713,24,49,N/A,N/A,N/A,N/A,6,23,2,5,47,88,26,48,N/A,N/A,N/A,N/A,7,23,2,4
2021,NIGC,0.00,60000.00,60000.00,1.00,4,4,30,30,0,0,0,13,1,0,10,0,6,0,0,0,0,0,0,5,3,3,0,0,2,0,1,0,0,0,599,1667,22,108,N/A,N/A,N/A,N/A,5,22,1,3,599,1667,22,108,N/A,N/A,N/A,N/A,6,22,1,3
2022,NIGC,0.00,80000.00,80000.00,1.00,3,4,49,48,0,0,1,19,0,0,14,0,14,0,0,1,0,0,0,6,3,11,0,0,4,0,0,0,0,0,55,104,25,47,N/A,N/A,N/A,N/A,6,19,1,4,55,104,25,47,N/A,N/A,N/A,N/A,7,19,1,5
2023,NIGC,0.00,150000.00,150000.00,1.00,13,3,45,55,0,0,3,17,0,0,12,0,7,0,0,6,0,0,0,7,3,3,0,0,4,0,0,0,0,0,102,502,31,49,N/A,N/A,N/A,N/A,6,22,1,4,151,502,31,41,N/A,N/A,N/A,N/A,7,22,1,4
2024,NIGC,0.00,160000.00,160000.00,1.00,4,13,83,74,0,0,1,19,1,0,50,0,11,0,0,1,0,2,1,5,3,5,1,0,4,0,0,0,0,0,121,622,18,49,N/A,N/A,N/A,N/A,10,48,1,2,121,622,18,49,N/A,N/A,N/A,N/A,10,48,1,2
2010,NLRB,20445.36,807579.07,828024.43,7.00,81,75,5899,5905,,,308,4778,,1,33,,505,,128,146,,34,,6,130,266,241,,303,170,3,6,,,N/A,N/A,N/A,N/A,3,N/A,N/A,3,5,N/A,N/A,3,N/A,N/A,N/A,N/A,5,N/A,N/A,3,5,N/A,N/A,3
2011,NLRB,26736.24,795010.26,821746.50,8.00,95,80,5860,5875,,3,432,4535,,5,13,4,482,,252,134,,23,,4,121,227,226,,268,152,,,,,N/A,N/A,N/A,N/A,8,N/A,N/A,4,5,N/A,N/A,3,N/A,N/A,N/A,N/A,5,N/A,N/A,3,5,N/A,N/A,3
2012,NLRB,91742.00,966901.00,1058643.00,7.00,124,95,6276,6305,,,277,5215,,3,20,,485,,113,163,,18,,12,144,253,182,,239,164,2,2,,,N/A,N/A,N/A,N/A,5,N/A,N/A,2,6,N/A,N/A,4,N/A,N/A,N/A,N/A,6,N/A,N/A,3,6,N/A,N/A,3
2013,NLRB,91742.00,966901.00,1058643.00,7.00,108,122,5550,5536,0,1,221,4548,0,2,10,0,449,0,149,170,0,10,0,8,122,267,207,0,267,154,9,0,0,0,N/A,N/A,N/A,N/A,6,10,1,7,6,146,<1,4,N/A,N/A,N/A,N/A,6,10,1,4,6,146,<1,4
2014,NLRB,160230.60,1693434.27,1853664.87,14.56,145,101,4426,4470,,21,251,3446,,,18,,399,,140,151,,12,,13,104,275,193,,274,139,5,3,,,N/A,N/A,N/A,N/A,4,N/A,N/A,4,7,N/A,N/A,5,N/A,N/A,N/A,N/A,4,N/A,N/A,4,7,N/A,N/A,5
2015,NLRB,8304.00,1545333.00,1553637.00,17.00,477,145,3679,4011,4,19,131,2332,,,24,,788,,90,291,,9,,9,110,608,210,,613,160,6,1,,,N/A,N/A,N/A,N/A,7,N/A,N/A,6,12,N/A,N/A,9,N/A,N/A,N/A,N/A,9,N/A,N/A,7,11,N/A,N/A,8
2016,NLRB,1277.00,1876805.00,1878082.00,24.00,294,434,2819,2679,8,48,129,412,,,9,,1721,,4,488,,,1,8,99,1754,158,,1759,120,,,,,N/A,N/A,N/A,N/A,10,N/A,N/A,7,32,N/A,N/A,24,N/A,N/A,N/A,N/A,8,N/A,N/A,6,33,N/A,N/A,24
2017,NLRB,4710.86,2086282.21,2090993.07,23.00,407,294,2105,2218,54,31,64,347,13,0,73,0,1331,27,1,164,0,1,0,20,72,1122,164,0,1117,95,2,0,0,0,N/A,0,0,N/A,8.03,53,<1,2.5,34.88,439,<1,21,N/A,0,0,N/A,7.64,53,<1,2.5,34.37,361,<1,22
2018,NLRB,7003.00,2077083.00,2084086.00,18.00,163,405,1547,1305,46,24,58,287,11,0,95,0,802,22,0,202,0,1,1,43,125,755,155,0,740,128,1,0,0,0,N/A,0,0,N/A,24.33,471,<1,9.5,62.73,471,<1,24,N/A,0,0,N/A,23.16,148,2,9,61.94,471,<1,25
2019,NLRB,191.00,2002447.00,2002638.00,18.00,114,164,1420,1370,21,25,62,246,1,3,64,0,824,17,1,156,0,0,1,96,159,793,250,0,775,135,4,2,0,0,N/A,N/A,N/A,N/A,20.21,361,<1,6.5,39.86,653,<1,10,N/A,N/A,N/A,N/A,19.87,361,<1,7,35.84,653,<1,11
2020,NLRB,0.00,2109869.00,2109869.00,18.00,47,113,1393,1327,27,28,48,226,10,1,70,0,837,18,0,128,0,4,1,47,173,782,264,0,772,116,1,3,0,0,N/A,N/A,N/A,N/A,10.38,177,<1,4.5,18.31,449,<1,8.0,N/A,N/A,N/A,N/A,10.27,177,<1,4.0,19.22,370,<1,10.0
2021,NLRB,0.00,2227801.32,2227801.32,18.00,72,47,1411,1436,14,13,23,256,0,1,85,0,928,10,1,80,0,5,0,45,149,866,229,0,847,101,5,0,0,0,N/A,N/A,N/A,N/A,8.61,66,<1,5,10.09,280,<1,6,N/A,N/A,N/A,N/A,8.69,66,<1,5,10.5,280,<1,6
